category,brand,condition,age_months,rating,num_reviews,weight_kg,price
Books,EcoFriendly,Refurbished,59,3.3,568,15.05,7.8
Health,Standard,New,23,3.9,724,1.47,52.47
Home & Kitchen,Budget,Refurbished,27,3.6,950,18.13,24.57
Electronics,Standard,Good,55,4.9,399,15.21,216.34
Automotive,TechPro,Fair,43,3.3,227,0.77,113.7
Health,HomeStyle,Fair,19,4.2,874,2.87,23.17
Books,Luxury,Refurbished,6,3.2,398,0.53,37.03
Clothing,EcoFriendly,Fair,55,4.1,471,11.25,13.73
Clothing,Generic,Refurbished,56,4.0,20,5.2,6.5
Automotive,SportMax,Good,2,4.5,932,11.35,253.31
Electronics,Luxury,Fair,11,3.7,424,0.54,630.53
Health,Premium,New,52,3.5,489,1.87,56.69
Sports,Generic,Like New,23,3.2,353,8.14,36.18
Home & Kitchen,Generic,Good,42,3.1,597,11.02,13.0
Toys,Standard,New,33,4.0,852,2.91,24.43
Automotive,TechPro,Like New,21,4.7,65,2.04,288.32
Home & Kitchen,TechPro,Refurbished,38,4.1,343,15.76,76.03
Sports,SportMax,Refurbished,37,4.6,649,19.56,72.43
Toys,Standard,Fair,31,3.5,531,10.94,13.38
Electronics,TechPro,New,3,4.5,213,0.46,1083.06
Automotive,Standard,Good,51,4.7,922,18.94,74.52
Health,TechPro,Refurbished,39,5.0,25,11.2,47.69
Beauty,TechPro,Good,2,4.8,96,7.88,60.57
Clothing,TechPro,New,34,3.2,435,9.09,61.89
Toys,Budget,Refurbished,4,4.9,503,3.82,12.78
Automotive,EcoFriendly,New,7,3.6,475,15.17,238.53
Beauty,Standard,Like New,8,3.8,943,17.95,31.72
Beauty,BasicValue,Fair,17,3.3,467,11.2,9.64
Food,Standard,Fair,44,4.8,625,3.46,5.0
Books,EcoFriendly,Like New,37,3.3,128,0.76,17.0
Toys,Budget,New,47,3.3,259,15.99,9.55
Food,Standard,Refurbished,45,3.2,543,2.44,5.46
Food,Luxury,Good,0,3.8,886,2.54,33.41
Toys,Budget,Like New,29,4.3,259,19.94,12.8
Clothing,Budget,Good,2,4.1,792,16.48,21.36
Sports,Budget,Refurbished,25,3.2,644,19.47,27.68
Home & Kitchen,Standard,Like New,37,4.1,210,15.22,44.56
Automotive,HomeStyle,Refurbished,56,3.9,942,13.07,63.2
Health,HomeStyle,Refurbished,21,4.7,475,10.56,36.25
Health,EcoFriendly,Good,47,4.4,759,1.83,30.64
Home & Kitchen,HomeStyle,New,33,3.7,942,3.91,76.9
Automotive,HomeStyle,Good,10,4.3,175,11.59,171.88
Books,BasicValue,New,29,5.0,930,0.72,9.05
Toys,SportMax,New,15,3.2,482,13.76,40.88
Books,HomeStyle,Fair,7,3.1,639,12.89,11.76
Electronics,Premium,Good,3,4.7,814,6.18,739.86
Books,Standard,New,13,4.8,400,15.34,17.99
Health,BasicValue,Refurbished,34,3.1,206,5.28,14.66
Beauty,HomeStyle,Refurbished,22,3.3,353,9.0,26.17
Food,Premium,Fair,37,3.5,500,10.98,9.11
Health,Luxury,Good,13,4.0,880,0.94,104.57
Health,HomeStyle,Refurbished,23,3.1,613,5.67,34.5
Home & Kitchen,Premium,Fair,50,4.7,274,16.12,42.49
Clothing,EcoFriendly,New,19,5.0,717,14.56,66.15
Food,Budget,New,59,4.3,397,4.45,5.0
Sports,HomeStyle,Fair,52,4.1,935,5.34,30.33
Food,SportMax,Refurbished,51,3.6,202,1.58,7.65
Home & Kitchen,EcoFriendly,Good,40,3.6,221,12.02,45.88
Books,TechPro,Fair,21,4.8,126,12.56,18.61
Toys,BasicValue,New,15,3.5,880,5.78,12.04
Toys,Standard,Good,45,4.7,766,13.21,13.01
Clothing,SportMax,Fair,47,4.7,962,9.82,23.99
Books,Generic,Refurbished,8,4.3,976,1.39,6.81
Home & Kitchen,EcoFriendly,New,31,4.1,300,13.92,70.88
Health,Budget,Good,18,4.8,604,3.49,23.65
Books,TechPro,Like New,20,4.3,787,15.8,33.16
Health,Standard,Good,27,3.2,405,15.76,37.93
Food,TechPro,Good,2,4.3,193,5.5,22.78
Home & Kitchen,SportMax,New,7,4.3,261,17.84,129.91
Beauty,SportMax,Good,17,3.7,779,12.12,38.88
Electronics,EcoFriendly,Good,41,4.9,92,9.51,317.91
Home & Kitchen,Luxury,Good,34,3.4,290,9.0,129.57
Automotive,Luxury,Like New,37,4.7,880,4.46,295.13
Home & Kitchen,Budget,New,42,4.7,864,6.84,33.11
Books,Standard,Refurbished,41,3.6,381,5.63,9.85
Food,SportMax,New,23,3.2,552,16.38,21.3
Toys,BasicValue,Like New,54,4.7,396,13.54,7.01
Health,TechPro,Like New,45,5.0,332,18.6,59.43
Home & Kitchen,Budget,Refurbished,18,3.8,455,13.45,25.22
Home & Kitchen,HomeStyle,New,44,4.2,239,6.0,60.25
Beauty,EcoFriendly,Like New,45,3.1,430,1.28,27.01
Automotive,BasicValue,Good,46,4.7,657,2.38,41.09
Automotive,Luxury,Refurbished,17,3.2,750,8.44,234.03
Sports,Generic,Fair,19,4.8,331,1.7,21.12
Sports,EcoFriendly,Refurbished,28,4.4,449,17.77,67.36
Automotive,HomeStyle,Good,12,3.0,209,2.86,154.0
Beauty,SportMax,Refurbished,52,4.8,677,16.6,19.89
Beauty,Budget,Like New,29,3.3,80,13.93,11.89
Health,Budget,Good,54,4.2,985,18.21,15.13
Electronics,HomeStyle,Good,48,3.4,920,14.61,242.93
Food,Standard,Refurbished,53,4.7,419,13.49,5.67
Clothing,Generic,New,54,4.1,997,15.8,12.63
Home & Kitchen,Generic,Fair,2,3.9,171,18.34,18.27
Food,Budget,Fair,22,3.6,559,0.34,5.0
Clothing,Luxury,Fair,59,4.4,678,10.28,29.79
Toys,Premium,Fair,27,3.9,195,0.99,21.41
Electronics,TechPro,Refurbished,17,4.3,426,7.78,454.78
Toys,Luxury,Fair,26,3.8,816,2.12,32.04
Clothing,EcoFriendly,Like New,47,3.4,203,11.24,35.41
Electronics,EcoFriendly,New,30,4.4,876,19.44,455.28
Toys,Budget,Like New,25,3.1,362,7.82,12.49
Electronics,Generic,Fair,41,3.8,261,15.15,57.55
Home & Kitchen,HomeStyle,Fair,36,4.7,548,19.12,31.71
Health,Premium,New,36,3.9,645,12.1,62.12
Electronics,Generic,Like New,47,4.5,68,3.17,93.97
Home & Kitchen,SportMax,Refurbished,48,4.1,364,15.26,45.89
Food,TechPro,New,41,4.7,108,3.97,21.6
Books,Luxury,Good,48,4.0,382,5.48,21.09
Clothing,Premium,Like New,50,3.3,958,2.87,41.57
Beauty,BasicValue,Fair,34,3.3,865,9.83,7.6
Clothing,Standard,Fair,56,4.6,786,4.11,14.16
Health,SportMax,New,20,3.3,516,9.56,68.25
Food,BasicValue,Like New,26,4.8,266,7.13,5.75
Home & Kitchen,Generic,Fair,46,4.7,660,14.94,9.95
Electronics,BasicValue,Good,55,3.6,557,0.79,89.88
Sports,BasicValue,Fair,5,3.3,146,10.31,27.14
Home & Kitchen,Standard,Refurbished,5,4.2,761,9.88,55.39
Toys,Standard,Refurbished,10,3.4,215,8.88,21.17
Food,SportMax,Refurbished,50,4.2,690,17.9,8.65
Food,Premium,Fair,26,3.8,946,12.08,11.92
Automotive,Premium,Fair,34,3.4,328,1.28,128.27
Toys,Generic,New,44,3.9,880,6.04,7.4
Toys,Standard,Good,2,3.9,12,19.43,21.06
Sports,Standard,Refurbished,30,4.5,113,9.59,59.52
Toys,Budget,New,53,4.1,319,6.06,10.42
Toys,SportMax,Good,15,4.6,680,5.65,34.63
Home & Kitchen,HomeStyle,Fair,6,3.0,578,14.78,47.28
Home & Kitchen,Budget,New,24,4.3,910,2.94,44.68
Automotive,Premium,Good,8,4.5,675,14.03,271.49
Sports,Premium,Like New,39,3.8,801,1.65,82.53
Electronics,EcoFriendly,Good,37,3.6,583,2.31,261.25
Food,TechPro,Refurbished,59,4.2,991,1.54,8.54
Automotive,Generic,New,15,4.4,656,10.06,88.01
Sports,Generic,Good,41,3.5,357,1.1,19.1
Electronics,EcoFriendly,Good,46,3.4,289,5.69,246.53
Clothing,EcoFriendly,Fair,7,3.6,631,8.16,32.01
Beauty,HomeStyle,Fair,52,4.7,912,12.85,13.11
Toys,Budget,Fair,52,3.1,402,7.22,5.0
Automotive,EcoFriendly,Refurbished,16,4.4,543,9.04,165.22
Books,Standard,Fair,9,4.6,565,1.53,9.56
Clothing,TechPro,Refurbished,27,3.5,52,16.1,52.9
Home & Kitchen,SportMax,Good,21,4.1,259,2.94,71.09
Toys,Standard,New,54,3.3,289,2.76,16.81
Toys,Generic,Good,33,4.4,872,15.0,6.44
Automotive,BasicValue,Fair,31,4.2,208,1.35,40.14
Home & Kitchen,HomeStyle,Good,49,3.9,389,5.01,32.45
Automotive,Premium,Good,10,4.7,618,5.48,277.0
Health,TechPro,Good,26,4.7,451,15.8,66.48
Electronics,Standard,Fair,48,3.8,567,19.29,162.55
Toys,SportMax,Like New,36,3.2,470,9.93,31.54
Electronics,Budget,Refurbished,55,4.4,174,3.42,86.65
Automotive,Premium,Like New,20,4.8,100,19.32,241.35
Clothing,Luxury,Good,20,4.0,722,12.92,89.18
Toys,TechPro,Refurbished,41,3.2,501,19.14,16.84
Electronics,BasicValue,Like New,46,3.2,767,7.44,128.0
Automotive,EcoFriendly,Good,43,3.0,454,15.37,123.73
Automotive,Standard,Refurbished,30,4.4,648,13.18,103.17
Home & Kitchen,SportMax,Good,10,4.5,981,4.39,97.54
Beauty,EcoFriendly,Good,33,3.8,775,13.07,31.08
Sports,Standard,New,17,4.5,325,12.93,112.72
Home & Kitchen,HomeStyle,Refurbished,53,4.2,532,5.82,28.41
Beauty,SportMax,New,34,4.3,48,2.32,38.13
Books,Generic,Fair,52,4.4,524,7.64,5.0
Sports,BasicValue,Good,23,4.7,848,2.57,31.26
Automotive,Luxury,New,46,3.7,779,11.94,226.1
Home & Kitchen,Standard,Fair,23,4.4,408,19.27,43.35
Home & Kitchen,HomeStyle,New,19,3.9,783,15.48,82.28
Toys,EcoFriendly,New,39,3.3,971,2.6,24.98
Food,SportMax,Good,5,3.9,735,5.94,17.49
Books,Budget,Like New,32,4.5,518,7.03,8.71
Toys,SportMax,Like New,6,4.8,306,0.57,37.02
Clothing,Luxury,Like New,10,4.7,982,15.63,87.6
Sports,HomeStyle,New,3,4.8,924,4.64,113.38
Toys,SportMax,Refurbished,33,4.2,204,14.97,21.18
Toys,HomeStyle,Refurbished,25,5.0,630,15.73,18.93
Home & Kitchen,BasicValue,New,31,4.3,330,19.26,31.53
Clothing,Generic,Fair,58,4.5,198,2.9,5.0
Automotive,SportMax,Fair,25,4.7,506,11.61,137.72
Beauty,BasicValue,New,39,4.8,862,13.52,13.99
Home & Kitchen,EcoFriendly,New,42,4.6,686,18.36,66.69
Automotive,HomeStyle,Refurbished,46,3.1,685,1.34,68.84
Toys,Budget,Refurbished,48,4.9,595,12.66,6.3
Health,Budget,Like New,49,3.6,737,4.91,16.92
Beauty,SportMax,New,57,4.4,452,12.46,26.27
Clothing,SportMax,Like New,30,3.1,989,17.29,50.43
Books,Budget,Like New,7,3.4,234,13.52,7.9
Toys,Luxury,Good,43,4.9,271,12.77,37.91
Food,Generic,New,59,5.0,831,19.07,5.0
Books,Luxury,Refurbished,36,3.9,18,3.6,24.15
Books,Budget,Good,37,4.2,153,0.38,6.3
Health,SportMax,New,33,4.4,810,10.48,75.99
Food,Budget,Refurbished,1,4.9,519,3.32,7.94
Health,Budget,Like New,46,3.5,426,13.37,17.78
Health,BasicValue,Good,58,4.9,753,15.46,10.21
Health,Premium,New,9,4.6,987,18.53,107.45
Clothing,Premium,Refurbished,41,4.6,980,4.52,41.07
Books,Luxury,Refurbished,7,4.6,789,8.63,34.08
Beauty,BasicValue,New,56,3.8,875,13.28,9.69
Automotive,SportMax,Good,55,5.0,545,19.87,106.06
Books,HomeStyle,Like New,31,4.0,326,7.5,16.72
Beauty,Generic,Fair,34,3.1,358,11.58,5.73
Clothing,Premium,Like New,13,4.2,684,5.09,57.48
Automotive,TechPro,Fair,3,4.7,768,3.91,229.66
Automotive,Luxury,Good,44,4.9,854,10.17,224.72
Health,Budget,Good,28,3.9,255,8.79,21.63
Toys,EcoFriendly,Fair,50,3.9,587,15.2,9.79
Home & Kitchen,EcoFriendly,Refurbished,46,4.8,153,17.86,36.22
Food,Standard,Good,20,4.5,790,9.58,8.44
Sports,HomeStyle,New,28,3.5,367,6.7,87.88
Books,HomeStyle,Like New,38,3.1,493,1.52,9.36
Home & Kitchen,Standard,New,23,4.7,958,6.71,74.49
Books,TechPro,Refurbished,33,4.5,535,13.13,15.44
Beauty,Luxury,Like New,22,4.9,862,2.64,81.77
Toys,BasicValue,Good,40,3.0,760,1.32,7.91
Sports,Budget,Fair,39,3.5,933,0.3,18.37
Food,HomeStyle,Fair,19,3.5,690,1.13,6.98
Books,HomeStyle,New,50,4.3,750,8.38,11.42
Clothing,TechPro,Refurbished,12,3.8,305,17.93,56.48
Automotive,Luxury,Like New,50,3.4,381,6.81,256.2
Health,EcoFriendly,New,46,4.6,550,4.49,49.04
Electronics,Generic,Fair,7,4.3,570,8.35,130.72
Health,HomeStyle,Good,41,4.4,442,5.45,25.94
Food,Premium,New,31,3.1,504,7.3,19.38
Beauty,Budget,Good,47,3.6,152,2.69,11.23
Toys,TechPro,Good,24,3.3,80,18.67,33.74
Electronics,TechPro,New,23,3.3,782,14.32,853.83
Health,SportMax,Like New,22,3.3,508,17.25,66.24
Toys,SportMax,Good,16,3.1,680,3.99,25.53
Clothing,TechPro,Refurbished,51,3.3,336,14.05,28.66
Automotive,SportMax,Good,11,4.3,108,18.95,165.87
Health,BasicValue,New,14,4.0,863,14.72,29.5
Home & Kitchen,Standard,Fair,17,3.0,42,16.8,36.43
Toys,EcoFriendly,Refurbished,3,4.1,924,16.36,28.6
Toys,Budget,Like New,56,4.1,167,1.13,8.95
Health,SportMax,Fair,5,3.2,239,16.02,47.8
Food,Premium,New,34,4.9,591,2.72,17.52
Electronics,Budget,Good,55,4.6,312,15.95,97.51
Automotive,SportMax,Fair,6,3.6,374,11.48,160.84
Home & Kitchen,BasicValue,Refurbished,52,3.6,282,8.29,13.23
Home & Kitchen,EcoFriendly,Refurbished,5,3.7,568,17.57,60.19
Toys,Budget,Fair,32,3.6,879,6.74,7.14
Health,Generic,Refurbished,21,3.7,449,4.19,14.84
Toys,SportMax,Refurbished,19,4.3,590,2.41,27.52
Food,HomeStyle,Refurbished,22,3.8,821,12.06,9.39
Books,HomeStyle,New,9,3.4,517,11.0,21.55
Toys,EcoFriendly,New,27,3.8,964,3.88,27.06
Beauty,BasicValue,Good,48,3.8,386,4.19,8.63
Electronics,BasicValue,Fair,24,4.5,513,5.82,114.04
Books,BasicValue,Refurbished,42,4.2,218,1.6,5.0
Sports,Premium,Refurbished,37,3.1,552,1.93,88.34
Automotive,Budget,Refurbished,46,4.1,308,0.4,53.72
Health,TechPro,Like New,2,3.7,282,13.55,112.77
Sports,Premium,Refurbished,40,4.1,58,11.99,86.76
Clothing,Luxury,New,28,3.3,594,2.21,106.21
Automotive,EcoFriendly,Fair,58,4.5,867,14.05,63.84
Home & Kitchen,TechPro,Like New,24,3.1,448,0.41,88.97
Beauty,SportMax,Refurbished,35,4.9,649,8.04,31.86
Automotive,Premium,Like New,44,4.2,927,13.48,183.87
Food,Luxury,Refurbished,34,4.8,340,18.3,18.82
Toys,HomeStyle,Refurbished,27,4.7,643,8.74,21.48
Beauty,EcoFriendly,Like New,56,4.3,945,14.31,24.82
Automotive,SportMax,Good,39,4.3,756,17.56,137.71
Food,EcoFriendly,Good,4,3.2,801,1.34,13.06
Health,HomeStyle,Like New,49,4.5,313,11.98,27.44
Sports,Generic,Refurbished,54,4.7,549,7.73,16.65
Books,Luxury,Good,35,4.9,588,15.76,28.09
Books,Luxury,Fair,54,4.5,749,5.9,10.16
Toys,HomeStyle,Good,45,3.7,72,4.2,13.39
Food,Generic,Good,59,3.7,693,17.21,5.0
Clothing,BasicValue,Refurbished,17,4.6,852,8.29,16.45
Beauty,TechPro,Good,37,3.9,419,10.75,40.42
Home & Kitchen,Generic,New,42,4.9,91,8.45,26.57
Books,Standard,Good,57,3.0,771,11.85,6.65
Automotive,Generic,Fair,6,3.1,821,0.66,40.47
Sports,Luxury,Refurbished,2,3.8,753,8.23,165.52
Books,SportMax,Good,37,3.3,924,1.5,15.6
Home & Kitchen,Standard,Refurbished,6,4.4,302,13.73,51.3
Health,Luxury,Like New,34,4.6,128,6.27,100.35
Electronics,SportMax,Like New,22,3.5,60,7.14,467.8
Sports,Premium,New,51,4.7,748,6.23,85.73
Beauty,EcoFriendly,Fair,41,3.5,847,17.54,14.37
Clothing,Budget,New,20,4.8,5,11.11,23.89
Food,Budget,Fair,53,4.6,86,16.77,5.0
Automotive,HomeStyle,Like New,22,3.9,413,8.84,146.62
Books,EcoFriendly,Good,36,3.8,671,13.91,13.25
Electronics,Standard,Refurbished,46,4.0,44,3.39,204.44
Sports,SportMax,New,21,4.1,413,0.48,161.0
Home & Kitchen,TechPro,Like New,42,4.5,498,4.91,78.4
Electronics,TechPro,Fair,35,3.2,233,12.19,322.21
Home & Kitchen,Generic,New,13,3.3,558,7.88,30.04
Electronics,Generic,Refurbished,27,4.1,362,11.18,106.37
Health,Standard,Good,46,4.5,480,10.86,29.57
Books,HomeStyle,Refurbished,0,3.4,353,8.3,17.49
Food,HomeStyle,Like New,53,4.2,92,10.7,7.73
Food,HomeStyle,Good,28,3.9,855,13.87,8.53
Sports,Standard,Good,6,3.2,793,17.92,73.56
Home & Kitchen,HomeStyle,Good,52,4.6,573,15.88,29.4
Home & Kitchen,Premium,Good,24,4.3,386,11.26,94.85
Books,BasicValue,Like New,59,4.8,821,14.5,5.0
Home & Kitchen,BasicValue,Fair,55,4.5,92,16.45,10.53
Beauty,SportMax,Good,50,3.6,198,9.08,26.7
Clothing,TechPro,New,18,4.6,936,17.66,81.66
Home & Kitchen,Budget,Fair,29,4.3,657,18.05,19.2
Toys,Luxury,New,47,3.4,647,17.56,48.44
Books,TechPro,Like New,35,4.7,115,13.0,18.62
Automotive,Generic,Good,44,3.9,332,16.1,30.44
Books,BasicValue,Refurbished,18,3.1,205,7.51,6.28
Electronics,Generic,Good,58,4.4,643,9.34,78.17
Sports,Premium,New,42,4.9,413,4.43,130.27
Automotive,Generic,Like New,48,3.7,670,16.11,43.03
Beauty,SportMax,Good,24,4.2,200,11.72,42.69
Clothing,Generic,Good,36,4.0,829,16.08,9.52
Health,Luxury,Like New,36,3.4,43,14.87,92.18
Home & Kitchen,HomeStyle,Like New,6,4.3,894,17.82,83.64
Automotive,BasicValue,Good,22,4.2,788,13.12,64.81
Beauty,SportMax,Fair,35,4.7,756,12.68,22.91
Food,Luxury,Like New,12,4.4,527,4.12,28.85
Health,Standard,Refurbished,58,3.4,236,4.38,19.96
Automotive,SportMax,Good,43,4.5,335,1.63,138.56
Clothing,BasicValue,New,1,3.3,370,16.45,30.75
Electronics,SportMax,Refurbished,37,4.1,194,18.79,376.48
Sports,BasicValue,Refurbished,29,3.5,989,5.46,27.58
Home & Kitchen,Budget,Good,12,4.3,902,5.37,30.35
Food,HomeStyle,New,38,4.6,206,15.58,11.07
Sports,BasicValue,Fair,19,4.5,339,7.43,25.2
Clothing,SportMax,Fair,27,3.4,676,5.27,31.82
Electronics,HomeStyle,Like New,55,4.7,687,6.53,207.2
Food,TechPro,Fair,55,3.4,503,6.57,7.18
Health,Premium,Refurbished,10,4.6,892,1.44,71.26
Automotive,Generic,New,47,4.7,651,6.6,56.33
Beauty,Generic,New,9,3.0,858,4.91,17.77
Sports,BasicValue,New,14,3.6,780,2.69,48.52
Electronics,TechPro,Good,50,3.8,925,6.32,361.59
Clothing,SportMax,New,47,3.6,597,0.39,47.83
Clothing,HomeStyle,New,31,3.6,694,16.76,47.96
Books,TechPro,Like New,42,3.0,514,12.53,20.45
Home & Kitchen,TechPro,Good,24,3.1,540,15.16,95.56
Beauty,HomeStyle,Fair,42,4.4,572,7.85,15.45
Beauty,Standard,Refurbished,23,3.8,993,6.9,19.67
Home & Kitchen,EcoFriendly,New,4,4.3,900,19.91,118.98
Home & Kitchen,SportMax,Fair,24,4.0,287,9.15,57.18
Food,Budget,Like New,17,3.7,693,7.53,8.4
Electronics,Premium,Good,24,4.3,457,11.14,517.3
Automotive,SportMax,Fair,0,4.3,259,8.34,151.85
Food,TechPro,Like New,45,3.3,403,13.74,17.59
Sports,HomeStyle,Good,32,4.2,42,9.13,71.32
Home & Kitchen,Generic,Like New,37,4.1,183,19.08,19.69
Clothing,Premium,Fair,12,3.3,804,16.69,38.35
Health,Premium,Like New,10,4.2,935,11.92,90.81
Sports,Standard,New,19,3.1,295,4.69,91.67
Health,Premium,Fair,54,4.8,829,11.98,29.4
Health,Premium,Like New,15,4.7,238,13.7,96.05
Electronics,TechPro,Fair,8,5.0,211,4.4,480.53
Sports,SportMax,Like New,16,4.2,630,12.42,120.0
Electronics,Budget,Refurbished,52,5.0,944,13.42,99.77
Books,Luxury,Refurbished,41,4.9,914,11.08,22.01
Toys,BasicValue,Refurbished,57,3.5,275,1.2,5.38
Toys,Luxury,Good,23,3.2,563,8.83,46.52
Home & Kitchen,SportMax,Like New,56,4.9,295,0.27,53.75
Beauty,Generic,Good,22,4.6,109,12.65,10.26
Electronics,SportMax,Refurbished,35,4.3,991,19.51,409.91
Home & Kitchen,TechPro,Refurbished,25,4.6,222,15.56,80.3
Automotive,Premium,Good,30,3.6,987,12.38,179.87
Beauty,SportMax,Good,4,4.0,265,10.16,48.07
Beauty,TechPro,Like New,47,3.3,342,1.74,33.24
Books,TechPro,Like New,54,5.0,489,16.47,17.0
Food,HomeStyle,Like New,8,3.4,88,11.53,13.37
Sports,Generic,Like New,50,5.0,912,17.26,22.09
Automotive,Premium,Refurbished,38,4.1,31,17.8,125.44
Beauty,TechPro,Refurbished,19,3.0,980,9.84,42.4
Food,Budget,Fair,43,4.4,443,7.29,5.0
Sports,Generic,Like New,34,4.6,911,6.63,31.91
Toys,Standard,Fair,39,3.4,848,16.38,10.0
Toys,Standard,Refurbished,5,4.1,187,9.84,18.79
Sports,Premium,Good,38,4.9,844,13.27,92.16
Beauty,BasicValue,Refurbished,37,3.3,119,3.79,8.33
Electronics,Standard,Like New,44,3.8,719,5.79,252.45
Health,SportMax,Like New,37,4.9,71,7.49,53.61
Automotive,Luxury,Good,9,3.7,698,6.82,391.34
Books,Premium,Like New,58,4.7,254,6.82,14.3
Sports,Standard,Fair,19,3.5,405,15.06,38.06
Sports,BasicValue,Like New,44,4.7,625,1.16,24.49
Beauty,Luxury,Refurbished,35,3.9,910,4.07,45.52
Toys,Generic,Fair,23,4.0,730,0.9,5.02
Automotive,SportMax,Good,25,4.6,780,9.41,173.56
Books,Generic,Good,48,4.5,700,3.17,5.0
Food,HomeStyle,Fair,16,4.4,12,15.41,7.59
Clothing,HomeStyle,Good,28,4.4,337,3.5,32.43
Sports,EcoFriendly,Good,51,4.3,179,10.25,39.35
Beauty,Premium,Refurbished,30,3.2,383,0.79,26.74
Sports,Budget,New,53,5.0,43,0.6,38.57
Books,SportMax,Refurbished,33,3.4,799,1.09,13.84
Health,TechPro,Good,56,3.4,666,3.55,39.31
Home & Kitchen,Luxury,Good,0,4.2,41,7.9,153.92
Sports,TechPro,Refurbished,16,3.4,505,13.58,116.46
Sports,HomeStyle,Refurbished,20,4.7,567,7.81,67.44
Toys,Generic,Fair,40,3.6,370,6.97,5.0
Automotive,HomeStyle,Like New,48,3.7,449,13.39,107.68
Toys,Budget,Like New,16,4.3,183,6.42,14.89
Food,HomeStyle,Like New,1,4.2,292,17.71,14.47
Food,Premium,Refurbished,42,3.7,268,0.3,11.75
Electronics,Standard,New,31,4.1,227,12.49,374.99
Electronics,TechPro,Like New,58,4.7,937,6.93,379.08
Sports,Standard,Like New,39,4.1,459,3.8,63.82
Electronics,Luxury,Refurbished,43,3.3,366,3.34,508.09
Automotive,EcoFriendly,New,11,3.5,374,19.36,253.12
Health,BasicValue,Fair,57,3.0,629,13.27,5.0
Automotive,Premium,New,25,4.3,359,11.6,263.93
Food,SportMax,Fair,33,4.7,433,17.92,10.5
Electronics,Premium,Refurbished,22,3.6,687,13.85,439.15
Books,SportMax,Good,29,4.9,148,8.66,16.74
Electronics,SportMax,Fair,48,4.6,468,14.73,188.34
Home & Kitchen,Standard,New,14,4.9,877,11.96,84.45
Food,Budget,Like New,45,4.3,983,2.42,5.21
Sports,BasicValue,Refurbished,47,3.4,470,13.21,19.55
Books,EcoFriendly,Good,17,3.2,738,11.38,17.36
Beauty,Standard,Good,49,4.1,179,0.32,17.0
Beauty,HomeStyle,Refurbished,54,3.5,191,2.18,12.96
Sports,Luxury,Good,55,3.2,869,4.37,108.85
Clothing,Premium,New,8,4.8,513,14.8,91.92
Beauty,TechPro,Fair,27,3.4,934,3.53,29.43
Food,HomeStyle,New,58,4.5,959,18.77,6.49
Electronics,Budget,New,54,3.2,856,13.87,136.55
Automotive,TechPro,Good,54,3.4,612,12.32,139.06
Health,Standard,Refurbished,53,4.8,334,16.43,18.44
Electronics,Luxury,Like New,37,4.8,207,7.31,750.32
Health,HomeStyle,Good,25,3.3,165,9.39,42.13
Electronics,Standard,Good,13,4.8,162,4.5,405.98
Food,BasicValue,New,53,4.5,268,9.24,5.0
Home & Kitchen,EcoFriendly,New,52,3.4,59,2.46,54.94
Sports,BasicValue,Like New,24,4.2,814,9.56,39.21
Beauty,Standard,Good,19,3.5,570,13.16,25.73
Home & Kitchen,BasicValue,Like New,13,4.7,902,8.41,36.64
Health,TechPro,Refurbished,54,4.0,574,18.78,35.67
Toys,TechPro,Like New,18,3.5,674,8.12,44.21
Clothing,SportMax,Good,47,3.1,919,12.28,26.62
Electronics,Standard,Fair,0,3.9,163,8.32,266.45
Sports,Standard,Good,57,4.1,932,1.5,30.63
Health,BasicValue,Refurbished,58,3.1,911,0.93,8.72
Beauty,EcoFriendly,New,44,3.4,863,17.6,26.69
Books,HomeStyle,Fair,23,4.9,158,19.17,10.29
Sports,EcoFriendly,Refurbished,44,4.7,582,18.69,55.16
Beauty,TechPro,Like New,56,3.6,797,15.07,33.22
Health,TechPro,New,17,3.1,884,8.63,109.08
Health,Generic,Like New,44,4.3,349,10.85,14.65
Clothing,Standard,Good,57,3.5,619,7.64,16.66
Home & Kitchen,TechPro,Like New,17,3.5,889,10.33,120.34
Beauty,EcoFriendly,Good,36,4.8,5,6.57,26.41
Clothing,Standard,New,40,3.4,415,13.45,35.11
Books,HomeStyle,Good,5,3.9,192,8.06,15.36
Books,Standard,Like New,58,4.6,392,12.11,9.15
Clothing,Budget,Fair,22,3.9,529,2.5,11.36
Automotive,SportMax,Refurbished,46,4.0,726,8.4,128.25
Food,TechPro,New,27,3.3,247,8.42,23.33
Electronics,Standard,Good,56,4.4,605,2.09,184.9
Food,Standard,Refurbished,40,3.1,354,12.09,6.17
Health,EcoFriendly,Fair,10,4.7,213,19.5,37.56
Electronics,Generic,Fair,54,3.5,893,17.38,53.3
Beauty,Standard,Refurbished,53,3.4,783,11.52,14.74
Sports,BasicValue,Refurbished,17,4.7,186,11.71,31.7
Home & Kitchen,TechPro,Like New,11,3.7,899,19.48,125.75
Home & Kitchen,Generic,Good,1,3.1,922,14.22,26.83
Books,HomeStyle,Like New,46,4.0,574,1.11,11.15
Clothing,Budget,Fair,11,3.8,554,16.13,13.78
Books,TechPro,Good,20,3.2,89,2.0,21.24
Automotive,Standard,Good,27,3.1,174,17.43,80.38
Books,Luxury,Fair,2,4.0,430,10.65,27.17
Health,BasicValue,Like New,18,3.4,20,16.13,22.06
Automotive,Standard,Like New,19,4.5,830,7.29,169.32
Books,Premium,Fair,21,3.3,145,1.23,14.58
